     acc_x    ,     acc_y    ,     acc_z     
   -0.453613  ,    0.586914  ,   -0.685547  
   -0.449463  ,    0.576416  ,   -0.692139  
   -0.452148  ,    0.581055  ,   -0.714111  
   -0.461914  ,    0.586914  ,   -0.736816  
   -0.464355  ,    0.578369  ,   -0.744385  
   -0.459717  ,    0.546387  ,   -0.749268  
   -0.459229  ,    0.522705  ,   -0.746826  
   -0.460205  ,    0.520264  ,   -0.748535  
   -0.473877  ,    0.507324  ,   -0.739258  
   -0.483887  ,    0.506348  ,   -0.713867  
   -0.491211  ,    0.517822  ,   -0.708740  
   -0.492920  ,    0.514893  ,   -0.727539  
   -0.487793  ,    0.481445  ,   -0.743652  
   -0.496338  ,    0.454102  ,   -0.744385  
   -0.499023  ,    0.432373  ,   -0.716064  
   -0.507324  ,    0.395508  ,   -0.670166  
   -0.512207  ,    0.381836  ,   -0.648438  
   -0.501465  ,    0.361084  ,   -0.658936  
   -0.463867  ,    0.378662  ,   -0.686768  
   -0.458984  ,    0.382080  ,   -0.684326  
   -0.458008  ,    0.398926  ,   -0.656738  
   -0.463135  ,    0.412109  ,   -0.653076  
   -0.456787  ,    0.399170  ,   -0.669678  
   -0.446289  ,    0.403564  ,   -0.718994  
   -0.438477  ,    0.382324  ,   -0.805176  
   -0.429932  ,    0.360352  ,   -0.852783  
   -0.443604  ,    0.402344  ,   -0.829346  
   -0.460938  ,    0.644775  ,   -1.203369  
   -0.354492  ,    0.457520  ,   -1.158447  
   -0.342041  ,    0.236328  ,   -0.987793  
   -0.341064  ,    0.471680  ,   -0.824707  
   -0.336182  ,    0.488037  ,   -0.767334  
   -0.316162  ,    0.518799  ,   -0.771973  
   -0.319580  ,    0.641357  ,   -0.809326  
   -0.324219  ,    0.660645  ,   -0.842773  
   -0.326172  ,    0.505615  ,   -0.845459  
   -0.336182  ,    0.380127  ,   -0.692383  
   -0.337402  ,    0.461182  ,   -0.663330  
   -0.371582  ,    0.807617  ,   -0.625244  
   -0.446777  ,    1.020996  ,   -0.602295  
   -0.459473  ,    0.998535  ,   -0.606201  
   -0.433838  ,    0.910889  ,   -0.672363  
   -0.395264  ,    0.824707  ,   -0.680908  
   -0.388672  ,    0.774902  ,   -0.664062  
   -0.354980  ,    0.684326  ,   -0.577148  
   -0.370117  ,    0.622559  ,   -0.534668  
   -0.359619  ,    0.621826  ,   -0.527832  
   -0.380859  ,    0.651611  ,   -0.478516  
   -0.435547  ,    0.670166  ,   -0.456299  
   -0.454590  ,    0.620117  ,   -0.461426  
   -0.458008  ,    0.561523  ,   -0.494873  
   -0.478271  ,    0.569092  ,   -0.478516  
   -0.496582  ,    0.529053  ,   -0.485840  
   -0.503418  ,    0.438721  ,   -0.570068  
   -0.473633  ,    0.505127  ,   -0.720215  
   -0.465088  ,    0.572998  ,   -0.760010  
   -0.479248  ,    0.574707  ,   -0.781982  
   -0.526611  ,    0.659424  ,   -0.857422  
   -0.508545  ,    0.633301  ,   -0.908691  
   -0.384766  ,    0.373047  ,   -0.866699  
   -0.387695  ,    0.464111  ,   -0.847656  
   -0.386230  ,    0.504883  ,   -0.844238  
   -0.351318  ,    0.593506  ,   -0.863770  
   -0.388672  ,    0.639648  ,   -0.838379  
   -0.422607  ,    0.588379  ,   -0.818359  
   -0.394775  ,    0.485107  ,   -0.786621  
   -0.383057  ,    0.528809  ,   -0.762451  
   -0.385498  ,    0.673340  ,   -0.751953  
   -0.424805  ,    0.687744  ,   -0.672607  
   -0.465820  ,    0.645020  ,   -0.585205  
   -0.464844  ,    0.642822  ,   -0.535645  
   -0.470215  ,    0.569824  ,   -0.449951  
   -0.480225  ,    0.602783  ,   -0.473877  
   -0.468750  ,    0.696045  ,   -0.493896  
   -0.462158  ,    0.842041  ,   -0.524902  
   -0.426270  ,    0.764160  ,   -0.463135  
   -0.456543  ,    0.625732  ,   -0.412109  
   -0.491455  ,    0.689209  ,   -0.443359  
   -0.472656  ,    0.650146  ,   -0.395752  
   -0.488770  ,    0.589111  ,   -0.420654  
   -0.472412  ,    0.528809  ,   -0.476318  
   -0.452148  ,    0.564941  ,   -0.514404  
   -0.441162  ,    0.577148  ,   -0.553223  
   -0.424805  ,    0.523682  ,   -0.578369  
   -0.430664  ,    0.602539  ,   -0.652344  
   -0.434570  ,    0.662109  ,   -0.684814  
   -0.436523  ,    0.847412  ,   -0.692871  
   -0.481689  ,    0.757080  ,   -0.703125  
   -0.489258  ,    0.656494  ,   -0.782715  
   -0.416504  ,    0.559326  ,   -0.803223  
   -0.409912  ,    0.580811  ,   -0.767578  
   -0.410156  ,    0.562256  ,   -0.746094  
   -0.413086  ,    0.583252  ,   -0.744385  
   -0.414307  ,    0.622070  ,   -0.711426  
   -0.437988  ,    0.647461  ,   -0.732422  
   -0.418945  ,    0.634033  ,   -0.743164  
   -0.434082  ,    0.579590  ,   -0.752441  
   -0.423340  ,    0.608887  ,   -0.742920  
   -0.408203  ,    0.709961  ,   -0.734619  
   -0.406250  ,    0.683594  ,   -0.790039  
   -0.390625  ,    0.695312  ,   -0.838623  
   -0.423584  ,    0.637207  ,   -0.740967  
   -0.427490  ,    0.501221  ,   -0.523682  
   -0.464111  ,    0.542969  ,   -0.530029  
   -0.405273  ,    0.618164  ,   -0.560303  
   -0.443359  ,    0.650146  ,   -0.574707  
   -0.437256  ,    0.694092  ,   -0.569580  
   -0.478027  ,    0.632568  ,   -0.502930  
   -0.440918  ,    0.671875  ,   -0.560303  
   -0.455811  ,    0.617432  ,   -0.576904  
   -0.441650  ,    0.579102  ,   -0.541748  
   -0.441895  ,    0.576172  ,   -0.555908  
   -0.447998  ,    0.619141  ,   -0.610596  
   -0.414551  ,    0.762939  ,   -0.674561  
   -0.428223  ,    0.659668  ,   -0.645264  
   -0.423340  ,    0.644531  ,   -0.646240  
   -0.427002  ,    0.610107  ,   -0.640869  
   -0.438232  ,    0.535156  ,   -0.661133  
   -0.439941  ,    0.540283  ,   -0.703369  
   -0.393066  ,    0.658936  ,   -0.765625  
   -0.368164  ,    0.653076  ,   -0.755127  
   -0.387695  ,    0.650635  ,   -0.732178  
   -0.412109  ,    0.628906  ,   -0.679199  
   -0.415039  ,    0.599365  ,   -0.728760  
   -0.429443  ,    0.580566  ,   -0.718018  
   -0.425293  ,    0.604736  ,   -0.738525  
   -0.428467  ,    0.653564  ,   -0.818115  
   -0.419678  ,    0.670166  ,   -0.846680  
   -0.414551  ,    0.628418  ,   -0.782227  
   -0.428467  ,    0.518555  ,   -0.712646  
   -0.425049  ,    0.488037  ,   -0.709717  
   -0.397705  ,    0.555176  ,   -0.667725  
   -0.416748  ,    0.657471  ,   -0.732422  
   -0.422852  ,    0.689697  ,   -0.706299  
   -0.423096  ,    0.548828  ,   -0.572998  
   -0.450195  ,    0.519775  ,   -0.644775  
   -0.434082  ,    0.630371  ,   -0.692139  
   -0.457764  ,    0.619385  ,   -0.625488  
   -0.434082  ,    0.645020  ,   -0.581543  
   -0.451660  ,    0.663086  ,   -0.539307  
   -0.476318  ,    0.729004  ,   -0.519287  
   -0.479248  ,    0.621582  ,   -0.484619  
   -0.477539  ,    0.668457  ,   -0.492432  
   -0.458984  ,    0.677979  ,   -0.510498  
   -0.441895  ,    0.592773  ,   -0.545410  
   -0.424561  ,    0.627686  ,   -0.554443  
   -0.421875  ,    0.685791  ,   -0.557373  
   -0.456055  ,    0.614014  ,   -0.635742  
   -0.442627  ,    0.560547  ,   -0.677246  
   -0.388672  ,    0.639160  ,   -0.791504  
   -0.372803  ,    0.686279  ,   -0.752441  
   -0.417480  ,    0.641113  ,   -0.754395  
   -0.458984  ,    0.621338  ,   -0.772949  
   -0.462646  ,    0.576172  ,   -0.757812  
   -0.462891  ,    0.514160  ,   -0.747803  
   -0.447021  ,    0.538818  ,   -0.745117  
   -0.424072  ,    0.564941  ,   -0.738770  
   -0.410889  ,    0.572754  ,   -0.749756  
   -0.423584  ,    0.562744  ,   -0.735596  
   -0.441162  ,    0.573486  ,   -0.746338  
   -0.433350  ,    0.515625  ,   -0.744385  
   -0.456787  ,    0.555664  ,   -0.702148  
   -0.460938  ,    0.620117  ,   -0.698730  
   -0.457275  ,    0.650146  ,   -0.714844  
   -0.436523  ,    0.625244  ,   -0.718506  
   -0.455811  ,    0.600098  ,   -0.696533  
   -0.474365  ,    0.616943  ,   -0.668701  
   -0.487061  ,    0.535889  ,   -0.555176  
   -0.456055  ,    0.730957  ,   -0.561279  
   -0.441650  ,    0.698486  ,   -0.585205  
   -0.399902  ,    0.658691  ,   -0.523682  
   -0.441895  ,    0.724121  ,   -0.524658  
   -0.446777  ,    0.654785  ,   -0.506836  
   -0.440186  ,    0.693359  ,   -0.423340  
   -0.472900  ,    0.710693  ,   -0.436768  
   -0.467285  ,    0.729492  ,   -0.491699  
   -0.435547  ,    0.698242  ,   -0.506104  
   -0.412354  ,    0.565918  ,   -0.511475  
   -0.414551  ,    0.564453  ,   -0.550293  
   -0.433105  ,    0.627441  ,   -0.633545  
   -0.403076  ,    0.819336  ,   -0.738281  
   -0.417969  ,    0.807617  ,   -0.693604  
   -0.453613  ,    0.614014  ,   -0.697021  
   -0.436523  ,    0.614258  ,   -0.666992  
   -0.441650  ,    0.631348  ,   -0.669434  
   -0.440918  ,    0.666992  ,   -0.627930  
   -0.425293  ,    0.788330  ,   -0.687988  
   -0.406982  ,    0.718262  ,   -0.739014  
   -0.366211  ,    0.524902  ,   -0.837402  
   -0.368652  ,    0.814941  ,   -0.718506  
   -0.410889  ,    0.846436  ,   -0.669189  
   -0.467041  ,    0.616943  ,   -0.666504  
   -0.395996  ,    0.616699  ,   -0.707031  
   -0.364502  ,    0.687988  ,   -0.711670  
   -0.384033  ,    0.776367  ,   -0.692139  
   -0.453125  ,    0.715332  ,   -0.409668  
   -0.461426  ,    0.684570  ,   -0.329834  
   -0.460693  ,    0.680664  ,   -0.353027  
   -0.457275  ,    0.677490  ,   -0.480225  
   -0.405518  ,    0.733398  ,   -0.489014  
   -0.393555  ,    0.749756  ,   -0.400635  
   -0.417969  ,    0.677246  ,   -0.315430  
   -0.469482  ,    0.682617  ,   -0.401367  
   -0.411865  ,    0.691162  ,   -0.399658  
   -0.411865  ,    0.679932  ,   -0.397705  
   -0.410156  ,    0.679932  ,   -0.427979  
   -0.404053  ,    0.766602  ,   -0.487061  
   -0.403320  ,    0.797119  ,   -0.496094  
   -0.405518  ,    0.793701  ,   -0.521484  
   -0.383301  ,    0.850830  ,   -0.589600  
   -0.393311  ,    0.781982  ,   -0.653809  
   -0.387695  ,    0.707764  ,   -0.635254  
   -0.409668  ,    0.736816  ,   -0.594238  
   -0.390869  ,    0.715088  ,   -0.539062  
   -0.378906  ,    0.681152  ,   -0.541016  
   -0.358398  ,    0.723633  ,   -0.577393  
   -0.349121  ,    0.792236  ,   -0.594482  
   -0.337402  ,    0.771240  ,   -0.621826  
   -0.305664  ,    0.812988  ,   -0.633789  
   -0.312988  ,    0.933838  ,   -0.583008  
   -0.325928  ,    0.989990  ,   -0.568604  
   -0.301025  ,    0.948730  ,   -0.578857  
   -0.289062  ,    0.821533  ,   -0.521973  
   -0.285156  ,    0.870117  ,   -0.470947  
   -0.303467  ,    0.945557  ,   -0.354736  
   -0.334717  ,    0.894531  ,   -0.353271  
   -0.311523  ,    0.812744  ,   -0.335938  
   -0.268555  ,    0.754150  ,   -0.331787  
   -0.247803  ,    0.926514  ,   -0.232666  
   -0.273926  ,    0.983398  ,   -0.159180  
   -0.322266  ,    1.002197  ,   -0.082031  
   -0.286865  ,    1.018066  ,   -0.074707  
   -0.273193  ,    1.003906  ,   -0.095215  
   -0.254150  ,    0.981689  ,   -0.104248  
   -0.255859  ,    0.978760  ,   -0.070312  
   -0.244385  ,    0.969482  ,   -0.052246  
   -0.251953  ,    0.935059  ,    0.009033  
   -0.247559  ,    0.921875  ,    0.009033  
   -0.255127  ,    0.950195  ,    0.015381  
   -0.285889  ,    0.998779  ,    0.033203  
   -0.280029  ,    0.962158  ,    0.060791  
   -0.281250  ,    0.923584  ,    0.057129  
   -0.280029  ,    0.918213  ,    0.033447  
   -0.291260  ,    0.937988  ,    0.046143  
   -0.304932  ,    0.936768  ,    0.070557  
   -0.325195  ,    0.954834  ,    0.083984  
   -0.322266  ,    0.957764  ,    0.093994  
   -0.318848  ,    0.953857  ,    0.101562  
   -0.323242  ,    0.936523  ,    0.113281  
   -0.321533  ,    0.929199  ,    0.133301  
   -0.321777  ,    0.921631  ,    0.141846  
   -0.316895  ,    0.899414  ,    0.151123  
   -0.320312  ,    0.928223  ,    0.146240  
   -0.327637  ,    0.941406  ,    0.155518  
   -0.342041  ,    0.909180  ,    0.186035  
   -0.351562  ,    0.892578  ,    0.186279  
   -0.350586  ,    0.888672  ,    0.183594  
   -0.358643  ,    0.910645  ,    0.167969  
   -0.356689  ,    0.912354  ,    0.170898  
   -0.359619  ,    0.916504  ,    0.172363  
   -0.351807  ,    0.911865  ,    0.168945  
   -0.360107  ,    0.894775  ,    0.172119  
   -0.363037  ,    0.906006  ,    0.174561  
   -0.360840  ,    0.893799  ,    0.167480  
   -0.361328  ,    0.906250  ,    0.172852  
   -0.372803  ,    0.910400  ,    0.179443  
   -0.379150  ,    0.897461  ,    0.174316  
   -0.377441  ,    0.902100  ,    0.170898  
   -0.381836  ,    0.906494  ,    0.168701  
   -0.383789  ,    0.909668  ,    0.157227  
   -0.377686  ,    0.911133  ,    0.148682  
   -0.375000  ,    0.902588  ,    0.147949  
   -0.384033  ,    0.889404  ,    0.167236  
   -0.376465  ,    0.899658  ,    0.153809  
   -0.374756  ,    0.908447  ,    0.148926  
   -0.387451  ,    0.905518  ,    0.174805  
   -0.388428  ,    0.876465  ,    0.178711  
   -0.381836  ,    0.875488  ,    0.167969  
   -0.376465  ,    0.891846  ,    0.172363  
   -0.384033  ,    0.889648  ,    0.184326  
   -0.382812  ,    0.895264  ,    0.180176  
   -0.374756  ,    0.902588  ,    0.163818  
   -0.370605  ,    0.893799  ,    0.158447  
   -0.372070  ,    0.896240  ,    0.168945  
   -0.378906  ,    0.912598  ,    0.186035  
   -0.375488  ,    0.923340  ,    0.190674  
   -0.377441  ,    0.914795  ,    0.198242  
   -0.376221  ,    0.893799  ,    0.195312  
   -0.367920  ,    0.899902  ,    0.187012  
   -0.367188  ,    0.908691  ,    0.183838  
   -0.359619  ,    0.915283  ,    0.193848  
   -0.366211  ,    0.889648  ,    0.207275  
   -0.361816  ,    0.896240  ,    0.207764  
   -0.352295  ,    0.902588  ,    0.208252  
   -0.355225  ,    0.922607  ,    0.218506  
   -0.356689  ,    0.928711  ,    0.222656  
   -0.363281  ,    0.930420  ,    0.211914  
   -0.367676  ,    0.914551  ,    0.213623  
   -0.365234  ,    0.915771  ,    0.223145  
   -0.359375  ,    0.888428  ,    0.224609  
   -0.354004  ,    0.892822  ,    0.226807  
   -0.352783  ,    0.899170  ,    0.230225  
   -0.352051  ,    0.909912  ,    0.223877  
   -0.354004  ,    0.917725  ,    0.233398  
   -0.357910  ,    0.918701  ,    0.232422  
   -0.364502  ,    0.887695  ,    0.235596  
   -0.359375  ,    0.888672  ,    0.228760  
   -0.357666  ,    0.885986  ,    0.227783  
   -0.366455  ,    0.883789  ,    0.244141  
   -0.362061  ,    0.888428  ,    0.254883  
   -0.355957  ,    0.890137  ,    0.254395  
   -0.354248  ,    0.909180  ,    0.255615  
   -0.353027  ,    0.901367  ,    0.244385  
   -0.349609  ,    0.900879  ,    0.242676  
   -0.354248  ,    0.906738  ,    0.240967  
   -0.355957  ,    0.893311  ,    0.248779  
   -0.360840  ,    0.894043  ,    0.252441  
   -0.359375  ,    0.888916  ,    0.254395  
   -0.360352  ,    0.900635  ,    0.256104  
   -0.360352  ,    0.902344  ,    0.256836  
   -0.357910  ,    0.914307  ,    0.254883  
   -0.357666  ,    0.915039  ,    0.257568  
   -0.359131  ,    0.906006  ,    0.260498  
   -0.350098  ,    0.885498  ,    0.251709  
   -0.349365  ,    0.896973  ,    0.251221  
   -0.355957  ,    0.895996  ,    0.252686  
   -0.355957  ,    0.894043  ,    0.254395  
   -0.362549  ,    0.901855  ,    0.254883  
   -0.368164  ,    0.892090  ,    0.255615  
   -0.366699  ,    0.895264  ,    0.246338  
   -0.385010  ,    0.896484  ,    0.243896  
   -0.387939  ,    0.892578  ,    0.245850  
   -0.383301  ,    0.889648  ,    0.241943  
   -0.378662  ,    0.873047  ,    0.245605  
   -0.377686  ,    0.867920  ,    0.240967  
   -0.372559  ,    0.882324  ,    0.239502  
   -0.376221  ,    0.876953  ,    0.244385  
   -0.377686  ,    0.871094  ,    0.245605  
   -0.375732  ,    0.885986  ,    0.239746  
   -0.377441  ,    0.876953  ,    0.244141  
   -0.378906  ,    0.878418  ,    0.240723  
   -0.378662  ,    0.885010  ,    0.244629  
   -0.381592  ,    0.881592  ,    0.261230  
   -0.380127  ,    0.894043  ,    0.260986  
   -0.375244  ,    0.894531  ,    0.257812  
   -0.379395  ,    0.894775  ,    0.259033  
   -0.378418  ,    0.890625  ,    0.258057  
   -0.375732  ,    0.898193  ,    0.262695  
   -0.378418  ,    0.891357  ,    0.261230  
   -0.377930  ,    0.891113  ,    0.262207  
   -0.376709  ,    0.879639  ,    0.264648  
   -0.374512  ,    0.876465  ,    0.261475  
   -0.374756  ,    0.884766  ,    0.259521  
   -0.376953  ,    0.886230  ,    0.258545  
   -0.380371  ,    0.881104  ,    0.256104  
   -0.381104  ,    0.888672  ,    0.258057  
   -0.385742  ,    0.884521  ,    0.252441  
   -0.384521  ,    0.885742  ,    0.261475  
   -0.384277  ,    0.881104  ,    0.266846  
   -0.385986  ,    0.877441  ,    0.265869  
   -0.384033  ,    0.881104  ,    0.261230  
   -0.387939  ,    0.878906  ,    0.258545  
   -0.385986  ,    0.887207  ,    0.255859  
   -0.385986  ,    0.876953  ,    0.260742  
   -0.385010  ,    0.883057  ,    0.264160  
   -0.386475  ,    0.887695  ,    0.268066  
   -0.386719  ,    0.881592  ,    0.272949  
   -0.391602  ,    0.873779  ,    0.276123  
   -0.392090  ,    0.879395  ,    0.267334  
   -0.392578  ,    0.864502  ,    0.269287  
   -0.390869  ,    0.861328  ,    0.270264  
   -0.383789  ,    0.878418  ,    0.288086  
   -0.379883  ,    0.887451  ,    0.280029  
   -0.381348  ,    0.881348  ,    0.273193  
   -0.389160  ,    0.868164  ,    0.267334  
   -0.404053  ,    0.858398  ,    0.270508  
   -0.406250  ,    0.864014  ,    0.268311  
   -0.398926  ,    0.864502  ,    0.270508  
   -0.402588  ,    0.859375  ,    0.274658  
   -0.401611  ,    0.873291  ,    0.270264  
   -0.408203  ,    0.887695  ,    0.261719  
   -0.410400  ,    0.874023  ,    0.261963  
   -0.410645  ,    0.859619  ,    0.263672  
   -0.405762  ,    0.873535  ,    0.268066  
   -0.395020  ,    0.862305  ,    0.253906  
   -0.394287  ,    0.864990  ,    0.255371  
   -0.398438  ,    0.853027  ,    0.258301  
   -0.397705  ,    0.857422  ,    0.256348  
   -0.406738  ,    0.861816  ,    0.255127  
   -0.413330  ,    0.864990  ,    0.260254  
   -0.413574  ,    0.880859  ,    0.253906  
   -0.404297  ,    0.890869  ,    0.250977  
   -0.404785  ,    0.884521  ,    0.236084  
   -0.404053  ,    0.883301  ,    0.220703  
   -0.400879  ,    0.891602  ,    0.226074  
   -0.413818  ,    0.882080  ,    0.241455  
   -0.406982  ,    0.884033  ,    0.230469  
   -0.401123  ,    0.892822  ,    0.228271  
   -0.409180  ,    0.899902  ,    0.220947  
   -0.415039  ,    0.911621  ,    0.225586  
   -0.421143  ,    0.897217  ,    0.233398  
   -0.422119  ,    0.885986  ,    0.239014  
   -0.405518  ,    0.890869  ,    0.232422  
   -0.409912  ,    0.891602  ,    0.233398  
   -0.416992  ,    0.885498  ,    0.248047  
   -0.423340  ,    0.874756  ,    0.233643  
   -0.419678  ,    0.872803  ,    0.223877  
   -0.426025  ,    0.870850  ,    0.225342  
   -0.425781  ,    0.859619  ,    0.237305  
   -0.418945  ,    0.843018  ,    0.243164  
   -0.410156  ,    0.818848  ,    0.238037  
   -0.402832  ,    0.821533  ,    0.225098  
   -0.403320  ,    0.830811  ,    0.231934  
   -0.416504  ,    0.864258  ,    0.262451  
   -0.419189  ,    0.870117  ,    0.280518  
   -0.422607  ,    0.854004  ,    0.306641  
   -0.410156  ,    0.845215  ,    0.317383  
   -0.385010  ,    0.858154  ,    0.307373  
   -0.391846  ,    0.869873  ,    0.303467  
   -0.396240  ,    0.896729  ,    0.313965  
   -0.402100  ,    0.870850  ,    0.314941  
   -0.399170  ,    0.862061  ,    0.316406  
   -0.387207  ,    0.878418  ,    0.339355  
   -0.372070  ,    0.849854  ,    0.349365  
   -0.361572  ,    0.828369  ,    0.346924  
   -0.364746  ,    0.828613  ,    0.320801  
   -0.367188  ,    0.812988  ,    0.295166  
   -0.363037  ,    0.829346  ,    0.277588  
   -0.363525  ,    0.807129  ,    0.302734  
   -0.366943  ,    0.903809  ,    0.342773  
   -0.357910  ,    0.924561  ,    0.355713  
   -0.361572  ,    0.968262  ,    0.405273  
   -0.360352  ,    0.902832  ,    0.387695  
   -0.349854  ,    0.866455  ,    0.362061  
   -0.329834  ,    0.775635  ,    0.289551  
   -0.322021  ,    0.755859  ,    0.246094  
   -0.330078  ,    0.789551  ,    0.233887  
   -0.344482  ,    0.983398  ,    0.272949  
   -0.344971  ,    1.056885  ,    0.252930  
   -0.330566  ,    1.016113  ,    0.235352  
   -0.312500  ,    0.849609  ,    0.162598  
   -0.307617  ,    0.692627  ,    0.131348  
   -0.312744  ,    0.691895  ,    0.172852  
   -0.333496  ,    0.858398  ,    0.287354  
   -0.370850  ,    1.035889  ,    0.392090  
   -0.379639  ,    1.061523  ,    0.446045  
   -0.371826  ,    0.987305  ,    0.502930  
   -0.383545  ,    0.913818  ,    0.485352  
   -0.387939  ,    0.887695  ,    0.439453  
   -0.385010  ,    0.882812  ,    0.352295  
   -0.367920  ,    0.847656  ,    0.237549  
   -0.364746  ,    0.818115  ,    0.155029  
   -0.376465  ,    0.828125  ,   -0.003174  
   -0.366211  ,    0.884521  ,   -0.170410  
   -0.364502  ,    0.913330  ,   -0.236572  
   -0.371094  ,    0.926514  ,   -0.330322  
   -0.385010  ,    0.925049  ,   -0.380615  
   -0.386719  ,    0.942383  ,   -0.389893  
   -0.376465  ,    0.992676  ,   -0.369141  
   -0.370117  ,    1.010254  ,   -0.310303  
   -0.367432  ,    0.998047  ,   -0.289795  
   -0.355225  ,    0.968506  ,   -0.246094  
   -0.336914  ,    0.990234  ,   -0.210449  
   -0.335205  ,    0.993408  ,   -0.196289  
   -0.341064  ,    0.967529  ,   -0.178467  
   -0.355957  ,    0.937744  ,   -0.153809  
   -0.363281  ,    0.916992  ,   -0.150146  
   -0.369629  ,    0.913574  ,   -0.136475  
   -0.369873  ,    0.939697  ,   -0.124756  
   -0.367188  ,    0.939697  ,   -0.117676  
   -0.369385  ,    0.922119  ,   -0.104248  
   -0.377441  ,    0.917480  ,   -0.097168  
   -0.385742  ,    0.910889  ,   -0.095215  
   -0.399414  ,    0.900879  ,   -0.079590  
   -0.413574  ,    0.875244  ,   -0.072510  
   -0.416504  ,    0.878662  ,   -0.068604  
   -0.416504  ,    0.869629  ,   -0.079102  
   -0.415771  ,    0.880615  ,   -0.077148  
   -0.412842  ,    0.876709  ,   -0.080078  
   -0.410889  ,    0.881592  ,   -0.077393  
   -0.415771  ,    0.888428  ,   -0.074951  
   -0.416016  ,    0.895752  ,   -0.077637  
   -0.418457  ,    0.901367  ,   -0.081787  
   -0.426514  ,    0.906494  ,   -0.068359  
   -0.430176  ,    0.920898  ,   -0.052490  
   -0.423096  ,    0.929443  ,   -0.039062  
   -0.427979  ,    0.903564  ,   -0.033203  
   -0.437012  ,    0.887939  ,   -0.035156  
   -0.440674  ,    0.878174  ,   -0.038330  
   -0.424805  ,    0.884277  ,   -0.042480  
   -0.421875  ,    0.895752  ,   -0.037354  
   -0.412598  ,    0.909180  ,   -0.037598  
   -0.419434  ,    0.912354  ,   -0.040283  
   -0.424561  ,    0.919434  ,   -0.035889  
   -0.437012  ,    0.908203  ,   -0.032227  
   -0.438477  ,    0.902344  ,   -0.039062  
   -0.434326  ,    0.902588  ,   -0.040771  
   -0.436768  ,    0.901611  ,   -0.053711  
   -0.435547  ,    0.908203  ,   -0.055664  
   -0.435547  ,    0.903809  ,   -0.053711  
   -0.434570  ,    0.894043  ,   -0.044678  
   -0.434814  ,    0.882812  ,   -0.036865  
   -0.435547  ,    0.882080  ,   -0.035400  
   -0.432861  ,    0.884277  ,   -0.043701  
   -0.435059  ,    0.898682  ,   -0.033936  
   -0.440430  ,    0.907227  ,   -0.034668  
   -0.444580  ,    0.911377  ,   -0.035889  
   -0.443848  ,    0.909180  ,   -0.032471  
   -0.445801  ,    0.902832  ,   -0.031738  
   -0.445312  ,    0.884766  ,   -0.028809  
   -0.446533  ,    0.879639  ,   -0.026123  
   -0.447754  ,    0.883057  ,   -0.026855  
   -0.448730  ,    0.887207  ,   -0.014893  
   -0.438721  ,    0.889648  ,   -0.020508  
   -0.436523  ,    0.899170  ,   -0.030762  
   -0.434570  ,    0.914795  ,   -0.036377  
   -0.448730  ,    0.887207  ,   -0.039551  
   -0.452148  ,    0.868408  ,   -0.043701  
   -0.445557  ,    0.869141  ,   -0.041260  
   -0.443359  ,    0.895996  ,   -0.024902  
   -0.452148  ,    0.913818  ,   -0.023193  
   -0.453613  ,    0.957275  ,   -0.006104  
   -0.452393  ,    0.958496  ,    0.000732  
   -0.446777  ,    0.943359  ,   -0.001709  
   -0.445801  ,    0.884521  ,   -0.007080  
   -0.441406  ,    0.864990  ,   -0.002930  
   -0.447021  ,    0.872803  ,    0.006592  
   -0.465576  ,    0.903809  ,    0.031982  
   -0.459473  ,    0.918945  ,    0.041504  
   -0.456055  ,    0.911865  ,    0.042480  
   -0.458496  ,    0.878906  ,    0.048340  
   -0.458984  ,    0.860596  ,    0.042725  
   -0.456055  ,    0.852783  ,    0.034424  
   -0.453369  ,    0.869141  ,    0.043701  
   -0.451172  ,    0.912354  ,    0.074463  
   -0.448975  ,    0.910400  ,    0.077881  
   -0.450439  ,    0.879395  ,    0.079590  
   -0.458496  ,    0.834473  ,    0.077637  
   -0.461426  ,    0.809326  ,    0.071289  
   -0.463867  ,    0.756348  ,    0.047119  
   -0.466797  ,    0.714111  ,    0.008301  
   -0.462402  ,    0.688232  ,   -0.019531  
   -0.443115  ,    0.653320  ,   -0.052734  
   -0.415039  ,    0.685059  ,   -0.072510  
   -0.397461  ,    0.724609  ,   -0.074707  
   -0.356445  ,    0.890625  ,   -0.045898  
   -0.367432  ,    0.966064  ,   -0.040771  
   -0.367676  ,    0.968750  ,   -0.061035  
   -0.351807  ,    0.952148  ,   -0.106689  
   -0.350098  ,    0.871094  ,   -0.062744  
   -0.358154  ,    0.831299  ,   -0.030273  
   -0.349609  ,    0.911377  ,   -0.072266  
   -0.319092  ,    1.147461  ,   -0.206787  
   -0.301758  ,    1.235107  ,   -0.270752  
   -0.280273  ,    1.232178  ,   -0.330566  
   -0.275391  ,    1.104736  ,   -0.357178  
   -0.279785  ,    1.045166  ,   -0.358154  
   -0.279785  ,    0.967773  ,   -0.356934  
   -0.275391  ,    0.905518  ,   -0.365723  
   -0.267578  ,    0.883301  ,   -0.376709  
   -0.245361  ,    0.887939  ,   -0.383545  
   -0.252441  ,    0.906494  ,   -0.394287  
   -0.263428  ,    0.910645  ,   -0.393066  
   -0.294922  ,    0.919922  ,   -0.385986  
   -0.312256  ,    0.918457  ,   -0.375732  
   -0.314941  ,    0.918213  ,   -0.364502  
   -0.317139  ,    0.905029  ,   -0.355713  
   -0.313965  ,    0.874512  ,   -0.345947  
