     acc_x    ,     acc_y    ,     acc_z     
   -0.317871  ,    0.956299  ,    0.109863  
   -0.319824  ,    0.958496  ,    0.113281  
   -0.319824  ,    0.958008  ,    0.115234  
   -0.310303  ,    0.947021  ,    0.116455  
   -0.312744  ,    0.942383  ,    0.121826  
   -0.312988  ,    0.944824  ,    0.124756  
   -0.311523  ,    0.947998  ,    0.111084  
   -0.311768  ,    0.949951  ,    0.112793  
   -0.315918  ,    0.943359  ,    0.111816  
   -0.317627  ,    0.945068  ,    0.110352  
   -0.314453  ,    0.950684  ,    0.116211  
   -0.318359  ,    0.936768  ,    0.116943  
   -0.322021  ,    0.942627  ,    0.119629  
   -0.322754  ,    0.946045  ,    0.117188  
   -0.321533  ,    0.933105  ,    0.122070  
   -0.316650  ,    0.936768  ,    0.128906  
   -0.317383  ,    0.935547  ,    0.126953  
   -0.314453  ,    0.930664  ,    0.119141  
   -0.313477  ,    0.935059  ,    0.121094  
   -0.318604  ,    0.936035  ,    0.116699  
   -0.317871  ,    0.935059  ,    0.116211  
   -0.324463  ,    0.931396  ,    0.121094  
   -0.324951  ,    0.930908  ,    0.114258  
   -0.318848  ,    0.939209  ,    0.109619  
   -0.320557  ,    0.934326  ,    0.112305  
   -0.323486  ,    0.932129  ,    0.106201  
   -0.320801  ,    0.937988  ,    0.105713  
   -0.319824  ,    0.939941  ,    0.106689  
   -0.318115  ,    0.942871  ,    0.105957  
   -0.315674  ,    0.936035  ,    0.108398  
   -0.319092  ,    0.934814  ,    0.110352  
   -0.315674  ,    0.930908  ,    0.108398  
   -0.311279  ,    0.934570  ,    0.113525  
   -0.305908  ,    0.943848  ,    0.114014  
   -0.307861  ,    0.947510  ,    0.105469  
   -0.311279  ,    0.952148  ,    0.107178  
   -0.322266  ,    0.952148  ,    0.111084  
   -0.322754  ,    0.946533  ,    0.113770  
   -0.323730  ,    0.946777  ,    0.119873  
   -0.319092  ,    0.940186  ,    0.115234  
   -0.316406  ,    0.934814  ,    0.115479  
   -0.312256  ,    0.929688  ,    0.114990  
   -0.313232  ,    0.931396  ,    0.106445  
   -0.312500  ,    0.928711  ,    0.108643  
   -0.315674  ,    0.936035  ,    0.108398  
   -0.318115  ,    0.933105  ,    0.107666  
   -0.318848  ,    0.933838  ,    0.107178  
   -0.320068  ,    0.946533  ,    0.109863  
   -0.316162  ,    0.940186  ,    0.114014  
   -0.313232  ,    0.943604  ,    0.115479  
   -0.312256  ,    0.942383  ,    0.117188  
   -0.321289  ,    0.937988  ,    0.112549  
   -0.322510  ,    0.939941  ,    0.113525  
   -0.317627  ,    0.933594  ,    0.119385  
   -0.317383  ,    0.934082  ,    0.115723  
   -0.316406  ,    0.935303  ,    0.113037  
   -0.314453  ,    0.937988  ,    0.113770  
   -0.318848  ,    0.943115  ,    0.112305  
   -0.318115  ,    0.948975  ,    0.109863  
   -0.317383  ,    0.942871  ,    0.108643  
   -0.318115  ,    0.938477  ,    0.109619  
   -0.318604  ,    0.940186  ,    0.109375  
   -0.316162  ,    0.937256  ,    0.107422  
   -0.317139  ,    0.933594  ,    0.106934  
   -0.322754  ,    0.936768  ,    0.104248  
   -0.322998  ,    0.947998  ,    0.099854  
   -0.324707  ,    0.941162  ,    0.101562  
   -0.323486  ,    0.940186  ,    0.104248  
   -0.322021  ,    0.938477  ,    0.107178  
   -0.321289  ,    0.934326  ,    0.109375  
   -0.323486  ,    0.932129  ,    0.108154  
   -0.324463  ,    0.928955  ,    0.111084  
   -0.321289  ,    0.935303  ,    0.107910  
   -0.323975  ,    0.936035  ,    0.106445  
   -0.324463  ,    0.929443  ,    0.108887  
   -0.325195  ,    0.931396  ,    0.110840  
   -0.325195  ,    0.937012  ,    0.111572  
   -0.324463  ,    0.937256  ,    0.113037  
   -0.323975  ,    0.933594  ,    0.113037  
   -0.323975  ,    0.936768  ,    0.115479  
   -0.323730  ,    0.934082  ,    0.114746  
   -0.323242  ,    0.933350  ,    0.107178  
   -0.322510  ,    0.937500  ,    0.111084  
   -0.325195  ,    0.936768  ,    0.105713  
   -0.321289  ,    0.942383  ,    0.103760  
   -0.320068  ,    0.944092  ,    0.108398  
   -0.324219  ,    0.940674  ,    0.105713  
   -0.324219  ,    0.940430  ,    0.102051  
   -0.322998  ,    0.945557  ,    0.106689  
   -0.326660  ,    0.935791  ,    0.116455  
   -0.321533  ,    0.932617  ,    0.104004  
   -0.320312  ,    0.937256  ,    0.106689  
   -0.322998  ,    0.939453  ,    0.106445  
   -0.322021  ,    0.939697  ,    0.106201  
   -0.322510  ,    0.940674  ,    0.108643  
   -0.326172  ,    0.942139  ,    0.111572  
   -0.326416  ,    0.939453  ,    0.104736  
   -0.326660  ,    0.938477  ,    0.107422  
   -0.330566  ,    0.931641  ,    0.107422  
   -0.330322  ,    0.924072  ,    0.106201  
   -0.330078  ,    0.925049  ,    0.102539  
   -0.326904  ,    0.929199  ,    0.107666  
   -0.327637  ,    0.931885  ,    0.102051  
   -0.328369  ,    0.932861  ,    0.100830  
   -0.331299  ,    0.945312  ,    0.104004  
   -0.335205  ,    0.936279  ,    0.103516  
   -0.330322  ,    0.932617  ,    0.101562  
   -0.328613  ,    0.929932  ,    0.110352  
   -0.327393  ,    0.923584  ,    0.113037  
   -0.325439  ,    0.926758  ,    0.113770  
   -0.322510  ,    0.937012  ,    0.108154  
   -0.325684  ,    0.939209  ,    0.100830  
   -0.328613  ,    0.942139  ,    0.102051  
   -0.333008  ,    0.942871  ,    0.097168  
   -0.332031  ,    0.939453  ,    0.099121  
   -0.331787  ,    0.938721  ,    0.100342  
   -0.329590  ,    0.936279  ,    0.106934  
   -0.331543  ,    0.937500  ,    0.106445  
   -0.330566  ,    0.942383  ,    0.105713  
   -0.329346  ,    0.934326  ,    0.106201  
   -0.322021  ,    0.934082  ,    0.107178  
   -0.322510  ,    0.931152  ,    0.104492  
   -0.330811  ,    0.936523  ,    0.105225  
   -0.328613  ,    0.932617  ,    0.104248  
   -0.328125  ,    0.932129  ,    0.105957  
   -0.324463  ,    0.918701  ,    0.104736  
   -0.324219  ,    0.924561  ,    0.109131  
   -0.330078  ,    0.927002  ,    0.110352  
   -0.337402  ,    0.933594  ,    0.110107  
   -0.341309  ,    0.941406  ,    0.107178  
   -0.342285  ,    0.944336  ,    0.109131  
   -0.341797  ,    0.951172  ,    0.105225  
   -0.337891  ,    0.957764  ,    0.101318  
   -0.331055  ,    0.950684  ,    0.103271  
   -0.314697  ,    0.933105  ,    0.101562  
   -0.303955  ,    0.929443  ,    0.105225  
   -0.302490  ,    0.929688  ,    0.108154  
   -0.315918  ,    0.942139  ,    0.109619  
   -0.322510  ,    0.945801  ,    0.103516  
   -0.326172  ,    0.937256  ,    0.101807  
   -0.330322  ,    0.928223  ,    0.105469  
   -0.328613  ,    0.920654  ,    0.110107  
   -0.329834  ,    0.927490  ,    0.110352  
   -0.318115  ,    0.942627  ,    0.113037  
   -0.314209  ,    0.938477  ,    0.105469  
   -0.315674  ,    0.937256  ,    0.105225  
   -0.314209  ,    0.936279  ,    0.117188  
   -0.305908  ,    0.941406  ,    0.117432  
   -0.311035  ,    0.949219  ,    0.112061  
   -0.343262  ,    0.956055  ,    0.100098  
   -0.370850  ,    0.958008  ,    0.097168  
   -0.372803  ,    0.944092  ,    0.091309  
   -0.369385  ,    0.922119  ,    0.077637  
   -0.354248  ,    0.917969  ,    0.078857  
   -0.338135  ,    0.915527  ,    0.082764  
   -0.313721  ,    0.884277  ,    0.077393  
   -0.290771  ,    0.892334  ,    0.078613  
   -0.283691  ,    0.903076  ,    0.083984  
   -0.289551  ,    0.923340  ,    0.091309  
   -0.304932  ,    0.947754  ,    0.112793  
   -0.315430  ,    0.960693  ,    0.121826  
   -0.345215  ,    0.989502  ,    0.133301  
   -0.362549  ,    0.998291  ,    0.140137  
   -0.364014  ,    0.989502  ,    0.141602  
   -0.346680  ,    0.963867  ,    0.142578  
   -0.317627  ,    0.929199  ,    0.133057  
   -0.304932  ,    0.921875  ,    0.125977  
   -0.298828  ,    0.915283  ,    0.103271  
   -0.311768  ,    0.921875  ,    0.086914  
   -0.323975  ,    0.931641  ,    0.073730  
   -0.347900  ,    0.933105  ,    0.054199  
   -0.353516  ,    0.948486  ,    0.052734  
   -0.355713  ,    0.950928  ,    0.054443  
   -0.349854  ,    0.931641  ,    0.062256  
   -0.346191  ,    0.928223  ,    0.070312  
   -0.342773  ,    0.924072  ,    0.063477  
   -0.334717  ,    0.914062  ,    0.065186  
   -0.329834  ,    0.907471  ,    0.068848  
   -0.328613  ,    0.908691  ,    0.074951  
   -0.332031  ,    0.916504  ,    0.088623  
   -0.333252  ,    0.928955  ,    0.098877  
   -0.330811  ,    0.929932  ,    0.109375  
   -0.329102  ,    0.937256  ,    0.132324  
   -0.326904  ,    0.944092  ,    0.131836  
   -0.326172  ,    0.948486  ,    0.125977  
   -0.323730  ,    0.954346  ,    0.115234  
   -0.336670  ,    0.945068  ,    0.111572  
   -0.334717  ,    0.940186  ,    0.107422  
   -0.325195  ,    0.947754  ,    0.106445  
   -0.314209  ,    0.958008  ,    0.099854  
   -0.315186  ,    0.958984  ,    0.095215  
   -0.320312  ,    0.961914  ,    0.063232  
   -0.331543  ,    0.938232  ,    0.040771  
   -0.332520  ,    0.933838  ,    0.034668  
   -0.342285  ,    0.926514  ,    0.036377  
   -0.360107  ,    0.921875  ,    0.045410  
   -0.362061  ,    0.934082  ,    0.045166  
   -0.350830  ,    0.958496  ,    0.029541  
   -0.341797  ,    0.935791  ,    0.013672  
   -0.341064  ,    0.917480  ,    0.011963  
   -0.339111  ,    0.916504  ,    0.003906  
   -0.345215  ,    0.937256  ,    0.001953  
   -0.351074  ,    0.935791  ,    0.010742  
   -0.359131  ,    0.937744  ,    0.022705  
   -0.362305  ,    0.964600  ,    0.041016  
   -0.362793  ,    0.963867  ,    0.045410  
   -0.362793  ,    0.968750  ,    0.026367  
   -0.347168  ,    0.942871  ,    0.021240  
   -0.348877  ,    0.930908  ,    0.015869  
   -0.359131  ,    0.941650  ,    0.017578  
   -0.374512  ,    0.959473  ,    0.035645  
   -0.380127  ,    0.956055  ,    0.036377  
   -0.385010  ,    0.947510  ,    0.024902  
   -0.388184  ,    0.942139  ,    0.017334  
   -0.388184  ,    0.933105  ,    0.014648  
   -0.388916  ,    0.910400  ,    0.009033  
   -0.376953  ,    0.894043  ,    0.010498  
   -0.378662  ,    0.882324  ,    0.013184  
   -0.388184  ,    0.868164  ,    0.026123  
   -0.400635  ,    0.872314  ,    0.041992  
   -0.408691  ,    0.873047  ,    0.054688  
   -0.425537  ,    0.878906  ,    0.045898  
   -0.421875  ,    0.909668  ,    0.023438  
   -0.417236  ,    0.912598  ,    0.024658  
   -0.417969  ,    0.905029  ,    0.020508  
   -0.411621  ,    0.913330  ,    0.022217  
   -0.406982  ,    0.911865  ,    0.020508  
   -0.390381  ,    0.906982  ,    0.024902  
   -0.387939  ,    0.889160  ,    0.035400  
   -0.389893  ,    0.894043  ,    0.036133  
   -0.390381  ,    0.908936  ,    0.022949  
   -0.393555  ,    0.918457  ,    0.022461  
   -0.396729  ,    0.920654  ,    0.021973  
   -0.397949  ,    0.925537  ,    0.020996  
   -0.398438  ,    0.933105  ,    0.021729  
   -0.396240  ,    0.930664  ,    0.031250  
   -0.384521  ,    0.933105  ,    0.031494  
   -0.374756  ,    0.926270  ,    0.025391  
   -0.379150  ,    0.926270  ,    0.020508  
   -0.392578  ,    0.929932  ,    0.004395  
   -0.398926  ,    0.931641  ,   -0.003174  
   -0.400635  ,    0.925293  ,   -0.003418  
   -0.405273  ,    0.899658  ,   -0.016602  
   -0.402588  ,    0.900635  ,   -0.007324  
   -0.397949  ,    0.897705  ,   -0.001953  
   -0.390625  ,    0.898926  ,    0.005371  
   -0.382812  ,    0.907227  ,    0.009277  
   -0.379883  ,    0.911133  ,    0.007080  
   -0.385498  ,    0.916992  ,   -0.002930  
   -0.401123  ,    0.914062  ,   -0.002686  
   -0.401611  ,    0.917480  ,    0.001709  
   -0.391357  ,    0.929443  ,    0.008789  
   -0.393555  ,    0.941162  ,    0.010254  
   -0.394531  ,    0.939453  ,    0.014648  
   -0.393066  ,    0.909912  ,    0.012695  
   -0.384766  ,    0.889404  ,    0.029785  
   -0.378174  ,    0.887695  ,    0.030762  
   -0.360596  ,    0.893799  ,    0.022949  
   -0.356201  ,    0.905029  ,    0.020264  
   -0.363281  ,    0.913086  ,    0.018799  
   -0.372803  ,    0.920654  ,    0.020508  
   -0.371338  ,    0.942627  ,    0.012939  
   -0.372559  ,    0.946289  ,    0.010010  
   -0.372314  ,    0.951904  ,    0.012207  
   -0.362305  ,    0.947998  ,    0.013184  
   -0.355469  ,    0.941406  ,    0.013428  
   -0.354248  ,    0.936279  ,    0.017090  
   -0.349609  ,    0.940186  ,    0.008545  
   -0.349609  ,    0.938721  ,    0.009033  
   -0.354004  ,    0.942871  ,    0.007324  
   -0.357178  ,    0.948486  ,   -0.006836  
   -0.354248  ,    0.951172  ,   -0.004150  
   -0.339600  ,    0.946289  ,   -0.006836  
   -0.325439  ,    0.932861  ,   -0.003418  
   -0.325439  ,    0.931641  ,   -0.000244  
   -0.326172  ,    0.935547  ,   -0.000977  
   -0.330322  ,    0.939697  ,   -0.001465  
   -0.334717  ,    0.935547  ,    0.002441  
   -0.334473  ,    0.935791  ,    0.003418  
   -0.325195  ,    0.946289  ,   -0.000488  
   -0.323242  ,    0.951904  ,    0.000244  
   -0.321045  ,    0.963623  ,   -0.006348  
   -0.318115  ,    0.964355  ,   -0.008545  
   -0.315674  ,    0.959717  ,   -0.006104  
   -0.317871  ,    0.951660  ,   -0.001221  
   -0.319580  ,    0.956055  ,   -0.001221  
   -0.322266  ,    0.957031  ,    0.001221  
   -0.323975  ,    0.953125  ,   -0.002441  
   -0.318604  ,    0.949707  ,    0.003906  
   -0.318604  ,    0.949219  ,    0.008301  
   -0.321045  ,    0.950195  ,    0.009033  
   -0.318359  ,    0.945801  ,    0.006104  
   -0.318604  ,    0.944336  ,    0.005371  
   -0.319580  ,    0.947021  ,    0.008789  
   -0.322021  ,    0.950684  ,    0.008301  
   -0.317139  ,    0.956787  ,    0.002930  
   -0.316895  ,    0.951904  ,   -0.006348  
   -0.322266  ,    0.942139  ,   -0.004150  
   -0.329102  ,    0.946045  ,   -0.005615  
   -0.332275  ,    0.946045  ,   -0.002686  
   -0.326904  ,    0.948730  ,    0.004639  
   -0.327637  ,    0.933105  ,    0.001465  
   -0.326172  ,    0.941406  ,    0.000977  
   -0.319824  ,    0.947021  ,    0.002441  
   -0.313477  ,    0.948730  ,    0.001221  
   -0.319580  ,    0.936523  ,    0.007568  
   -0.326416  ,    0.943848  ,    0.011719  
   -0.324707  ,    0.942383  ,    0.014404  
   -0.329102  ,    0.949951  ,    0.014404  
   -0.324463  ,    0.952148  ,    0.005859  
   -0.322021  ,    0.956055  ,    0.005859  
   -0.316406  ,    0.950928  ,    0.001221  
   -0.313232  ,    0.952393  ,   -0.001221  
   -0.313965  ,    0.952393  ,   -0.002930  
   -0.322754  ,    0.956299  ,   -0.011719  
   -0.331787  ,    0.953857  ,   -0.010986  
   -0.334717  ,    0.940186  ,   -0.016846  
   -0.321533  ,    0.940674  ,   -0.015137  
   -0.323975  ,    0.947754  ,   -0.013184  
   -0.330811  ,    0.927002  ,   -0.019287  
   -0.337158  ,    0.928467  ,   -0.016113  
   -0.340820  ,    0.932373  ,   -0.010498  
   -0.343018  ,    0.933594  ,   -0.008057  
   -0.335938  ,    0.939453  ,   -0.002441  
   -0.329834  ,    0.942383  ,    0.006592  
   -0.332275  ,    0.940918  ,    0.008301  
   -0.323730  ,    0.942383  ,    0.008789  
   -0.325928  ,    0.935303  ,    0.010254  
   -0.328857  ,    0.940186  ,    0.010498  
   -0.335449  ,    0.947266  ,    0.006836  
   -0.346191  ,    0.951660  ,    0.009521  
   -0.345947  ,    0.945312  ,    0.007568  
   -0.342285  ,    0.940674  ,    0.010986  
   -0.332520  ,    0.941406  ,    0.011230  
   -0.330566  ,    0.945312  ,    0.011475  
   -0.329102  ,    0.928711  ,    0.013672  
   -0.334229  ,    0.935303  ,    0.011475  
   -0.333740  ,    0.936523  ,    0.011719  
   -0.339355  ,    0.950928  ,    0.010498  
   -0.338379  ,    0.946777  ,    0.007568  
   -0.338379  ,    0.941650  ,    0.010010  
   -0.334473  ,    0.930420  ,    0.006348  
   -0.332031  ,    0.934570  ,    0.006592  
   -0.331543  ,    0.937988  ,    0.005371  
   -0.336182  ,    0.945068  ,    0.010254  
   -0.343750  ,    0.949707  ,   -0.000732  
   -0.343506  ,    0.949463  ,    0.002441  
   -0.343506  ,    0.937988  ,    0.001221  
   -0.334961  ,    0.932861  ,    0.000000  
   -0.330566  ,    0.932373  ,    0.003174  
   -0.332031  ,    0.927734  ,    0.008301  
   -0.335205  ,    0.932129  ,    0.007080  
   -0.333984  ,    0.938477  ,    0.007080  
   -0.337646  ,    0.951416  ,    0.008789  
   -0.338867  ,    0.945557  ,    0.007812  
   -0.334717  ,    0.942627  ,    0.005371  
   -0.331299  ,    0.948975  ,    0.002686  
   -0.330811  ,    0.935059  ,    0.002441  
   -0.332764  ,    0.935303  ,    0.002197  
   -0.334717  ,    0.943604  ,    0.002197  
   -0.333008  ,    0.940918  ,   -0.002441  
   -0.332520  ,    0.943359  ,   -0.004639  
   -0.324219  ,    0.952881  ,   -0.002930  
   -0.328613  ,    0.953125  ,    0.001465  
   -0.328125  ,    0.950195  ,   -0.000977  
   -0.328369  ,    0.946777  ,   -0.004150  
   -0.329102  ,    0.941406  ,   -0.000732  
   -0.330811  ,    0.941895  ,    0.002441  
   -0.330322  ,    0.949463  ,    0.007812  
   -0.323975  ,    0.963379  ,    0.011475  
   -0.325195  ,    0.954102  ,    0.011230  
   -0.327637  ,    0.949463  ,    0.009277  
   -0.331787  ,    0.950195  ,    0.009766  
   -0.335693  ,    0.951416  ,    0.008789  
   -0.346680  ,    0.951416  ,    0.001709  
   -0.354248  ,    0.942627  ,    0.000732  
   -0.351074  ,    0.940186  ,   -0.005127  
   -0.345947  ,    0.939697  ,   -0.005371  
   -0.343262  ,    0.932861  ,   -0.000244  
   -0.342529  ,    0.934082  ,    0.000732  
   -0.341309  ,    0.918457  ,    0.008057  
   -0.348389  ,    0.919434  ,    0.008545  
   -0.345703  ,    0.922119  ,    0.003174  
   -0.352295  ,    0.928955  ,    0.007568  
   -0.353760  ,    0.940186  ,    0.008545  
   -0.354004  ,    0.943604  ,    0.010254  
   -0.353027  ,    0.956543  ,    0.010986  
   -0.356445  ,    0.954346  ,    0.005127  
   -0.354248  ,    0.937500  ,    0.001953  
   -0.349854  ,    0.930420  ,   -0.000732  
   -0.366211  ,    0.933105  ,   -0.000732  
   -0.364990  ,    0.930908  ,    0.007568  
   -0.362305  ,    0.921875  ,    0.006836  
   -0.368652  ,    0.909668  ,    0.004883  
   -0.371094  ,    0.904541  ,    0.001709  
   -0.370361  ,    0.908936  ,    0.006104  
   -0.369629  ,    0.904785  ,    0.009033  
   -0.366943  ,    0.908447  ,    0.007568  
   -0.361084  ,    0.917969  ,    0.011719  
   -0.362061  ,    0.928223  ,    0.019043  
   -0.361328  ,    0.924072  ,    0.018066  
   -0.358398  ,    0.917969  ,    0.017822  
   -0.355713  ,    0.931152  ,    0.020752  
   -0.360107  ,    0.932617  ,    0.017822  
   -0.359375  ,    0.941895  ,    0.016602  
   -0.357910  ,    0.941895  ,    0.011230  
   -0.358887  ,    0.941406  ,    0.006836  
   -0.356689  ,    0.944580  ,    0.003662  
   -0.353271  ,    0.946533  ,   -0.001709  
   -0.355469  ,    0.938477  ,   -0.002930  
   -0.356934  ,    0.932373  ,   -0.000488  
   -0.355225  ,    0.936279  ,    0.002441  
   -0.351807  ,    0.936768  ,    0.007324  
   -0.349121  ,    0.925781  ,    0.012451  
   -0.348389  ,    0.928711  ,    0.011719  
   -0.344482  ,    0.929199  ,    0.015381  
   -0.347412  ,    0.921143  ,    0.021973  
   -0.349121  ,    0.937256  ,    0.022705  
   -0.353271  ,    0.948975  ,    0.018555  
   -0.349854  ,    0.950195  ,    0.024902  
   -0.344482  ,    0.952637  ,    0.024902  
   -0.341309  ,    0.955811  ,    0.025879  
   -0.340576  ,    0.943604  ,    0.029053  
   -0.345703  ,    0.944092  ,    0.020020  
   -0.350586  ,    0.945557  ,    0.018555  
   -0.357422  ,    0.940918  ,    0.014160  
   -0.361572  ,    0.939453  ,    0.010742  
   -0.355225  ,    0.940186  ,    0.012451  
   -0.344482  ,    0.933350  ,    0.012695  
   -0.342529  ,    0.932129  ,    0.020264  
   -0.344238  ,    0.933594  ,    0.019531  
   -0.350098  ,    0.925049  ,    0.018799  
   -0.359619  ,    0.923584  ,    0.018555  
   -0.360840  ,    0.926758  ,    0.020752  
   -0.364014  ,    0.922363  ,    0.025391  
   -0.356201  ,    0.929199  ,    0.030029  
   -0.353516  ,    0.929688  ,    0.027100  
   -0.344238  ,    0.942383  ,    0.027588  
   -0.341064  ,    0.938232  ,    0.031982  
   -0.344482  ,    0.940430  ,    0.032227  
   -0.349854  ,    0.939697  ,    0.032227  
   -0.356445  ,    0.938477  ,    0.036133  
   -0.361572  ,    0.940918  ,    0.036133  
   -0.365723  ,    0.934570  ,    0.030273  
   -0.366455  ,    0.935791  ,    0.022217  
   -0.368408  ,    0.931396  ,    0.021240  
   -0.367920  ,    0.925049  ,    0.018799  
   -0.364502  ,    0.926758  ,    0.019775  
   -0.364502  ,    0.923096  ,    0.025879  
   -0.367432  ,    0.904541  ,    0.026367  
   -0.365479  ,    0.906006  ,    0.022217  
   -0.365723  ,    0.908936  ,    0.023438  
   -0.365234  ,    0.914551  ,    0.027344  
   -0.355713  ,    0.923828  ,    0.036377  
   -0.352539  ,    0.933594  ,    0.037109  
   -0.351807  ,    0.946777  ,    0.038330  
   -0.352539  ,    0.946777  ,    0.038330  
   -0.355469  ,    0.947998  ,    0.031982  
   -0.359619  ,    0.951416  ,    0.030273  
   -0.364990  ,    0.947754  ,    0.024902  
   -0.363037  ,    0.946533  ,    0.017822  
   -0.363525  ,    0.933105  ,    0.012695  
   -0.359863  ,    0.930176  ,    0.013916  
   -0.359131  ,    0.929443  ,    0.012451  
   -0.354492  ,    0.925049  ,    0.010498  
   -0.357910  ,    0.928223  ,    0.009277  
   -0.358887  ,    0.929199  ,    0.012451  
   -0.358887  ,    0.932617  ,    0.021240  
   -0.358643  ,    0.929199  ,    0.021973  
   -0.362793  ,    0.933594  ,    0.024902  
   -0.372803  ,    0.942139  ,    0.021484  
   -0.379639  ,    0.929932  ,    0.023926  
   -0.378418  ,    0.927490  ,    0.024658  
   -0.373047  ,    0.920898  ,    0.018555  
   -0.366211  ,    0.917480  ,    0.021484  
   -0.366699  ,    0.910889  ,    0.024658  
   -0.363525  ,    0.918945  ,    0.026367  
   -0.366943  ,    0.920166  ,    0.031006  
   -0.370605  ,    0.919434  ,    0.031250  
   -0.372803  ,    0.923828  ,    0.036865  
   -0.373535  ,    0.920898  ,    0.037109  
   -0.375488  ,    0.921875  ,    0.037598  
   -0.376709  ,    0.930908  ,    0.029785  
   -0.366211  ,    0.934570  ,    0.027344  
   -0.366455  ,    0.931152  ,    0.028564  
   -0.368164  ,    0.926025  ,    0.022949  
   -0.368652  ,    0.930664  ,    0.021729  
   -0.373291  ,    0.923584  ,    0.026855  
   -0.373535  ,    0.923828  ,    0.022705  
   -0.364990  ,    0.922119  ,    0.016846  
   -0.365234  ,    0.921387  ,    0.017090  
   -0.368164  ,    0.919922  ,    0.019531  
   -0.370850  ,    0.924561  ,    0.020020  
   -0.368896  ,    0.926025  ,    0.021484  
   -0.369873  ,    0.923096  ,    0.016357  
   -0.369141  ,    0.931641  ,    0.020508  
   -0.366943  ,    0.931396  ,    0.027100  
   -0.364258  ,    0.932129  ,    0.028320  
   -0.356934  ,    0.931641  ,    0.024414  
   -0.357910  ,    0.937256  ,    0.023682  
   -0.362305  ,    0.945068  ,    0.024658  
   -0.364014  ,    0.950195  ,    0.025879  
   -0.362793  ,    0.950195  ,    0.020996  
   -0.359375  ,    0.943604  ,    0.016602  
   -0.361572  ,    0.938232  ,    0.016602  
   -0.363525  ,    0.939941  ,    0.015381  
   -0.367188  ,    0.939209  ,    0.009033  
   -0.375732  ,    0.932373  ,    0.008789  
   -0.378906  ,    0.925537  ,    0.009033  
   -0.377441  ,    0.916504  ,    0.008789  
   -0.377441  ,    0.905762  ,    0.019531  
   -0.375244  ,    0.908447  ,    0.024170  
   -0.372070  ,    0.905273  ,    0.028076  
   -0.376953  ,    0.906250  ,    0.032959  
   -0.377930  ,    0.907227  ,    0.033203  
   -0.375000  ,    0.915039  ,    0.039307  
   -0.367920  ,    0.921143  ,    0.038574  
   -0.366455  ,    0.927979  ,    0.038330  
   -0.371582  ,    0.933594  ,    0.032715  
   -0.369873  ,    0.945801  ,    0.032471  
   -0.364990  ,    0.942139  ,    0.027832  
   -0.362793  ,    0.938721  ,    0.022461  
   -0.364258  ,    0.934082  ,    0.020264  
   -0.366211  ,    0.935059  ,    0.013184  
   -0.372803  ,    0.938477  ,    0.008057  
   -0.377686  ,    0.934814  ,    0.009277  
   -0.376221  ,    0.931641  ,    0.009033  
   -0.369873  ,    0.922852  ,    0.011475  
   -0.360840  ,    0.932617  ,    0.013916  
   -0.361084  ,    0.931885  ,    0.015137  
   -0.367676  ,    0.932861  ,    0.016113  
   -0.373291  ,    0.927490  ,    0.019043  
   -0.376221  ,    0.922119  ,    0.019287  
   -0.376953  ,    0.930176  ,    0.019531  
   -0.374756  ,    0.922607  ,    0.024658  
   -0.374023  ,    0.922119  ,    0.024414  
   -0.370850  ,    0.924805  ,    0.021973  
   -0.372314  ,    0.923340  ,    0.026123  
   -0.370605  ,    0.926514  ,    0.026855  
   -0.368652  ,    0.928955  ,    0.025391  
   -0.374023  ,    0.919189  ,    0.027100  
   -0.376953  ,    0.924561  ,    0.022949  
   -0.375488  ,    0.929932  ,    0.020752  
   -0.376221  ,    0.929688  ,    0.020020  
   -0.376465  ,    0.930420  ,    0.019531  
   -0.374268  ,    0.924316  ,    0.025146  
   -0.379395  ,    0.926758  ,    0.020264  
   -0.376709  ,    0.929443  ,    0.022461  
   -0.379150  ,    0.925293  ,    0.020752  
   -0.376953  ,    0.928467  ,    0.021240  
   -0.374756  ,    0.930176  ,    0.018311  
   -0.378418  ,    0.921875  ,    0.018066  
   -0.379883  ,    0.924072  ,    0.014160  
   -0.381592  ,    0.922852  ,    0.016357  
   -0.384277  ,    0.919922  ,    0.015625  
   -0.381592  ,    0.924072  ,    0.009766  
   -0.381348  ,    0.926514  ,    0.010742  
   -0.380859  ,    0.927246  ,    0.011475  
   -0.380127  ,    0.930420  ,    0.016357  
   -0.381104  ,    0.925293  ,    0.017578  
   -0.382568  ,    0.926758  ,    0.017090  
   -0.383545  ,    0.924072  ,    0.015137  
   -0.382568  ,    0.924316  ,    0.013916  
   -0.384766  ,    0.927002  ,    0.018066  
   -0.384521  ,    0.930664  ,    0.015625  
   -0.383545  ,    0.937500  ,    0.020752  
   -0.385010  ,    0.923828  ,    0.017090  
   -0.389893  ,    0.916748  ,    0.015381  
   -0.395996  ,    0.909180  ,    0.009766  
   -0.396484  ,    0.898682  ,    0.012695  
   -0.393311  ,    0.903564  ,    0.029785  
   -0.405762  ,    0.893555  ,    0.027832  
   -0.409424  ,    0.886230  ,    0.023438  
   -0.410156  ,    0.886475  ,    0.015625  
   -0.406006  ,    0.887207  ,    0.014160  
   -0.395508  ,    0.890625  ,    0.018311  
   -0.381836  ,    0.907227  ,    0.025391  
   -0.381836  ,    0.913330  ,    0.033447  
   -0.375732  ,    0.925293  ,    0.033203  
   -0.372559  ,    0.930908  ,    0.024902  
